Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
213,3/11/2022,13:20:55,46.7,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
214,3/11/2022,13:20:57,46.7,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
215,3/11/2022,13:20:59,46.7,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
216,3/11/2022,13:21:01,46.8,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
217,3/11/2022,13:21:03,46.8,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
218,3/11/2022,13:21:05,46.8,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
219,3/11/2022,13:21:07,46.9,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
220,3/11/2022,13:21:09,46.9,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
221,3/11/2022,13:21:11,46.9,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
222,3/11/2022,13:21:13,47,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
223,3/11/2022,13:21:15,47,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
224,3/11/2022,13:21:17,47,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
225,3/11/2022,13:21:19,47.1,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
226,3/11/2022,13:21:21,47.1,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
227,3/11/2022,13:21:23,47.1,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
228,3/11/2022,13:21:25,47.1,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
229,3/11/2022,13:21:27,47.1,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
230,3/11/2022,13:21:29,47.1,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
231,3/11/2022,13:21:31,47.1,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
232,3/11/2022,13:21:33,47.1,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
233,3/11/2022,13:21:35,47.1,T1 KTemp C,55.8,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
234,3/11/2022,13:21:37,47.1,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
235,3/11/2022,13:21:39,47.2,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
236,3/11/2022,13:21:41,47.2,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
237,3/11/2022,13:21:43,47.2,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
238,3/11/2022,13:21:45,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
239,3/11/2022,13:21:47,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
240,3/11/2022,13:21:49,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
241,3/11/2022,13:21:51,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
242,3/11/2022,13:21:53,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
243,3/11/2022,13:21:55,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
244,3/11/2022,13:21:57,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
245,3/11/2022,13:21:59,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
246,3/11/2022,13:22:01,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
247,3/11/2022,13:22:03,47.3,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
248,3/11/2022,13:22:05,47.4,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
249,3/11/2022,13:22:07,47.4,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
250,3/11/2022,13:22:09,47.4,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
251,3/11/2022,13:22:11,47.4,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
252,3/11/2022,13:22:13,47.4,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
253,3/11/2022,13:22:15,47.4,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
254,3/11/2022,13:22:17,47.5,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
255,3/11/2022,13:22:19,47.5,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
256,3/11/2022,13:22:21,47.5,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
257,3/11/2022,13:22:23,47.5,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
258,3/11/2022,13:22:25,47.5,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
259,3/11/2022,13:22:27,47.5,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
260,3/11/2022,13:22:29,47.5,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
261,3/11/2022,13:22:31,47.5,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
262,3/11/2022,13:22:33,47.5,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
263,3/11/2022,13:22:35,47.6,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
264,3/11/2022,13:22:37,47.6,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
265,3/11/2022,13:22:39,47.6,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
266,3/11/2022,13:22:41,47.6,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
267,3/11/2022,13:22:43,47.6,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
268,3/11/2022,13:22:45,47.6,T1 KTemp C,55.6,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
269,3/11/2022,13:22:47,47.6,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
270,3/11/2022,13:22:49,47.6,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
271,3/11/2022,13:22:51,47.6,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
272,3/11/2022,13:22:53,47.6,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
273,3/11/2022,13:22:55,47.6,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
274,3/11/2022,13:22:57,47.7,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
275,3/11/2022,13:22:59,47.7,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
276,3/11/2022,13:23:01,47.7,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
277,3/11/2022,13:23:03,47.7,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
278,3/11/2022,13:23:05,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
279,3/11/2022,13:23:07,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
280,3/11/2022,13:23:09,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
281,3/11/2022,13:23:11,47.7,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
282,3/11/2022,13:23:13,47.7,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
283,3/11/2022,13:23:15,47.7,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
284,3/11/2022,13:23:17,47.7,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
285,3/11/2022,13:23:19,47.7,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
286,3/11/2022,13:23:21,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
287,3/11/2022,13:23:23,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
288,3/11/2022,13:23:25,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
289,3/11/2022,13:23:27,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
290,3/11/2022,13:23:29,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
291,3/11/2022,13:23:31,47.8,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
292,3/11/2022,13:23:33,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
293,3/11/2022,13:23:35,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
294,3/11/2022,13:23:37,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
295,3/11/2022,13:23:39,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
296,3/11/2022,13:23:41,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
297,3/11/2022,13:23:43,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
298,3/11/2022,13:23:45,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
299,3/11/2022,13:23:47,47.8,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
300,3/11/2022,13:23:49,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
301,3/11/2022,13:23:51,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
302,3/11/2022,13:23:53,47.8,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
303,3/11/2022,13:23:55,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
304,3/11/2022,13:23:57,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
305,3/11/2022,13:23:59,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
306,3/11/2022,13:24:01,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
307,3/11/2022,13:24:03,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
308,3/11/2022,13:24:05,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
309,3/11/2022,13:24:07,47.9,T1 KTemp C,55.6,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
310,3/11/2022,13:24:09,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
311,3/11/2022,13:24:11,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
312,3/11/2022,13:24:13,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
313,3/11/2022,13:24:15,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
314,3/11/2022,13:24:17,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
315,3/11/2022,13:24:19,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
316,3/11/2022,13:24:21,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
317,3/11/2022,13:24:23,47.9,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
318,3/11/2022,13:24:25,48,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
319,3/11/2022,13:24:27,48,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
320,3/11/2022,13:24:29,48,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
321,3/11/2022,13:24:31,48,T1 KTemp C,55.8,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
322,3/11/2022,13:24:33,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
323,3/11/2022,13:24:35,48.1,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
324,3/11/2022,13:24:37,48.1,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
325,3/11/2022,13:24:39,48.1,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
326,3/11/2022,13:24:41,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
327,3/11/2022,13:24:43,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
328,3/11/2022,13:24:45,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
329,3/11/2022,13:24:47,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
330,3/11/2022,13:24:49,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
331,3/11/2022,13:24:51,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
332,3/11/2022,13:24:53,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
333,3/11/2022,13:24:55,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
334,3/11/2022,13:24:57,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
335,3/11/2022,13:24:59,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
336,3/11/2022,13:25:01,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
337,3/11/2022,13:25:03,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
338,3/11/2022,13:25:05,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
339,3/11/2022,13:25:07,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
340,3/11/2022,13:25:09,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
341,3/11/2022,13:25:11,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
342,3/11/2022,13:25:13,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
343,3/11/2022,13:25:15,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
344,3/11/2022,13:25:17,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
345,3/11/2022,13:25:19,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
346,3/11/2022,13:25:21,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
347,3/11/2022,13:25:23,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
348,3/11/2022,13:25:25,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
349,3/11/2022,13:25:27,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
350,3/11/2022,13:25:29,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
351,3/11/2022,13:25:31,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
352,3/11/2022,13:25:33,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
353,3/11/2022,13:25:35,48,T1 KTemp C,55.8,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
354,3/11/2022,13:25:37,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
355,3/11/2022,13:25:39,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
356,3/11/2022,13:25:41,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
357,3/11/2022,13:25:43,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
358,3/11/2022,13:25:45,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
359,3/11/2022,13:25:47,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
360,3/11/2022,13:25:49,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
361,3/11/2022,13:25:51,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
362,3/11/2022,13:25:53,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
363,3/11/2022,13:25:55,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
364,3/11/2022,13:25:57,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
365,3/11/2022,13:25:59,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
366,3/11/2022,13:26:01,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
367,3/11/2022,13:26:03,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
368,3/11/2022,13:26:05,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
369,3/11/2022,13:26:07,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
370,3/11/2022,13:26:09,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
371,3/11/2022,13:26:11,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
372,3/11/2022,13:26:13,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
373,3/11/2022,13:26:15,48,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
374,3/11/2022,13:26:17,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
375,3/11/2022,13:26:19,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
376,3/11/2022,13:26:21,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
377,3/11/2022,13:26:23,48.1,T1 KTemp C,55.6,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
378,3/11/2022,13:26:25,48.1,T1 KTemp C,55.6,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
379,3/11/2022,13:26:27,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
380,3/11/2022,13:26:29,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
381,3/11/2022,13:26:31,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
382,3/11/2022,13:26:33,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
383,3/11/2022,13:26:35,48.1,T1 KTemp C,55.7,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
384,3/11/2022,13:26:37,48.1,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
385,3/11/2022,13:26:39,48.1,T1 KTemp C,55.7,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
386,3/11/2022,13:26:41,48.1,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
387,3/11/2022,13:26:43,48.1,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
388,3/11/2022,13:26:45,48.1,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
389,3/11/2022,13:26:47,48.1,T1 KTemp C,55.7,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
390,3/11/2022,13:26:49,48.1,T1 KTemp C,55.7,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
391,3/11/2022,13:26:51,48.1,T1 KTemp C,55.7,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
392,3/11/2022,13:26:53,48.1,T1 KTemp C,55.7,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
393,3/11/2022,13:26:55,48.1,T1 KTemp C,55.7,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
394,3/11/2022,13:26:57,48.1,T1 KTemp C,55.7,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
395,3/11/2022,13:26:59,48.2,T1 KTemp C,55.7,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
396,3/11/2022,13:27:01,48.2,T1 KTemp C,55.7,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
397,3/11/2022,13:27:03,48.2,T1 KTemp C,55.7,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
398,3/11/2022,13:27:05,48.2,T1 KTemp C,55.7,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
399,3/11/2022,13:27:07,48.2,T1 KTemp C,55.7,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
400,3/11/2022,13:27:09,48.2,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
401,3/11/2022,13:27:11,48.2,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
402,3/11/2022,13:27:13,48.2,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
403,3/11/2022,13:27:15,48.2,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
404,3/11/2022,13:27:17,48.2,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
405,3/11/2022,13:27:19,48.3,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
406,3/11/2022,13:27:21,48.3,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
407,3/11/2022,13:27:23,48.4,T1 KTemp C,55.8,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
408,3/11/2022,13:27:25,48.4,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
409,3/11/2022,13:27:27,48.4,T1 KTemp C,55.8,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
410,3/11/2022,13:27:29,48.4,T1 KTemp C,55.8,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
411,3/11/2022,13:27:31,48.4,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
412,3/11/2022,13:27:33,48.4,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
413,3/11/2022,13:27:35,48.4,T1 KTemp C,55.7,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
414,3/11/2022,13:27:37,48.4,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
415,3/11/2022,13:27:39,48.4,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
416,3/11/2022,13:27:41,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
417,3/11/2022,13:27:43,48.4,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
418,3/11/2022,13:27:45,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
419,3/11/2022,13:27:47,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
420,3/11/2022,13:27:49,48.4,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
421,3/11/2022,13:27:51,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
422,3/11/2022,13:27:53,48.4,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
423,3/11/2022,13:27:55,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
424,3/11/2022,13:27:57,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
425,3/11/2022,13:27:59,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
426,3/11/2022,13:28:01,48.4,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
427,3/11/2022,13:28:03,48.5,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
